2008,Dongdaemun,"45,585"
2008,Jungnang,"37,256"
2008,Seongbuk,"45,255"
2008,Gangbuk,"35,565"
2008,Dobong,"37,172"
2008,Nowon,"44,016"
2008,Eunpyeong,"38,992"
2008,Seodaemun,"41,369"
2008,Mapo,"53,465"
2008,Yangcheon,"59,508"
2008,Gangseo,"56,796"
2008,Guro,"45,762"
2008,Geumcheon,"36,846"
2008,Yeongdeungpo,"67,949"
2008,Dongjak,"44,839"
2008,Gwanak,"44,573"
2008,Seocho,"136,211"
2008,Gangnam,"220,730"
2008,Songpa,"120,295"
2008,Gangdong,"58,405"
2009,Jongno,"62,322"
2009,Jung,"74,787"
2009,Yongsan,"62,722"
2009,Seongdong,"49,163"
2009,Gwangjin,"48,498"
2009,Dongdaemun,"48,750"
2009,Jungnang,"40,769"
2009,Seongbuk,"47,630"
2009,Gangbuk,"39,235"
2009,Dobong,"40,175"
2009,Nowon,"47,436"
2009,Eunpyeong,"42,918"
2009,Seodaemun,"44,063"
2009,Mapo,"55,000"
2009,Yangcheon,"52,656"
2009,Gangseo,"57,534"
2009,Guro,"48,572"
2009,Geumcheon,"40,567"
2009,Yeongdeungpo,"65,848"
2009,Dongjak,"47,359"
2009,Gwanak,"47,611"
2009,Seocho,"113,231"
2009,Gangnam,"187,863"
2009,Songpa,"101,370"
2009,Gangdong,"57,296"
2010,Jongno,"63,038"
2010,Jung,"74,567"
2010,Yongsan,"66,351"
2010,Seongdong,"51,235"
2010,Gwangjin,"50,344"
2010,Dongdaemun,"49,959"
2010,Jungnang,"42,436"
2010,Seongbuk,"49,358"
2010,Gangbuk,"41,279"
2010,Dobong,"42,093"
2010,Nowon,"49,009"
2010,Eunpyeong,"45,335"
2010,Seodaemun,"46,402"
2010,Mapo,"57,947"
2010,Yangcheon,"57,115"
2010,Gangseo,"58,998"
2010,Guro,"50,090"
2010,Geumcheon,"42,985"
2010,Yeongdeungpo,"68,624"
2010,Dongjak,"49,125"
2010,Gwanak,"49,157"
2010,Seocho,"121,577"
2010,Gangnam,"200,250"
2010,Songpa,"109,516"
2010,Gangdong,"60,270"
,,
